date,username,Lemma,TextBlob,vaderSentiment,SWN
2022-02-13 00:37:08,shreekanthv,  make mistake pfizer vaccine solve covid create generation unhealthy people medical industrial complex run permanently imagine pharma industry make billion unhealthy ppl new drug mitigate covid vaccine side effect,Negative,Negative,Negative
2022-02-13 00:37:08,mikercameron,  around people strike lighten year know condition individual one adverse condition around time likely die get covid strike lightning people really need good understanding risk,Positive,Negative,Positive
2022-02-13 00:37:08,consul_first,  could civilian shadow covid care nurse two year think could ok job,Positive,Positive,Negative
2022-02-13 00:37:08,PoohBea04909601,  exactly cold flu fairly healthy willing bet rest life long covid,Positive,Neutral,Positive
2022-02-13 00:37:07,QueenGeog,  good thinking blame covid hardly sleep slow brain today xx,Positive,Neutral,Positive
2022-02-13 00:37:07,means_over,  anything healthcare system good fact people fat unhealthy diabetic even mask people think fat okay get pull hospital obesity bad thing covid,Positive,Neutral,Negative
2022-02-13 00:37:07,samanth77470710,  covid january book angiogram,Neutral,Neutral,Positive
2022-02-13 00:37:06,vickersty,  yes vitamin vitamin essential health controversial prevent covid per se enough bad also safe preventative health measure general everyone take consideration,Positive,Positive,Positive
2022-02-13 00:37:06,Libero_official,  bollettino covid febbraio nuovi contagi e decessi sia ricoveri ordinari che quelli terapia intensiva sono calo per il quinto giorno consecutivo,Neutral,Neutral,Positive
2022-02-13 00:37:06,jennyyyyc,  think covid year ago roll floor laugh really hella sick like january year,Negative,Neutral,Neutral
